OTUID	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_5501	Bacteria	Acidobacteria	Acidobacteria Gp3	Unclassified	Unclassified	Gp3	Unclassified
OTU_5502	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	Unclassified
OTU_5505	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomicrobium	Unclassified
OTU_5506	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified	Unclassified
OTU_5507	Bacteria	Actinobacteria	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5508	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified	Unclassified
OTU_5509	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Ohtaekwangia	Unclassified
OTU_5511	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified
OTU_5513	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Azonexus	Unclassified
OTU_5515	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Arboricoccus	Unclassified
OTU_5516	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unclassified
OTU_5517	Bacteria	Actinobacteria	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5518	Bacteria	Acidobacteria	Acidobacteria Gp18	Unclassified	Unclassified	Gp18	Unclassified
OTU_5519	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Lacipirellulaceae	Bythopirellula	Unclassified
OTU_5520	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
OTU_5521	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Unclassified
OTU_5522	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Unclassified
OTU_5524	Bacteria	candidate division WPS-1	Unclassified	Unclassified	Unclassified	WPS-1 genera incertae sedis	Unclassified
OTU_5525	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Gemmata	Unclassified
OTU_5526	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
OTU_5528	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5529	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Ohtaekwangia	Unclassified
OTU_5530	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unclassified	Unclassified
OTU_5531	Bacteria	Chloroflexi	Anaerolineae	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5532	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unclassified	Unclassified
OTU_5533	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unclassified	Unclassified
OTU_5534	Bacteria	candidate division WPS-1	Unclassified	Unclassified	Unclassified	WPS-1 genera incertae sedis	Unclassified
OTU_5536	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5537	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Unclassified
OTU_5538	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_5539	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae 1	Desulfosporosinus	Unclassified
OTU_5540	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_5541	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified
OTU_5542	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	Unclassified
OTU_5543	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_5544	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Aromatoleum	Unclassified
OTU_5545	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_5546	Bacteria	Fibrobacteres	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5547	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5549	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5551	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Povalibacter	Unclassified
OTU_5552	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Unclassified
OTU_5553	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	Unclassified
OTU_5554	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5555	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Unclassified
OTU_5556	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Lacipirellulaceae	Lacipirellula	Unclassified
OTU_5557	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Zavarzinella	Unclassified
OTU_5558	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
OTU_5559	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Pseudofulvimonas	Unclassified
OTU_5560	Bacteria	Acidobacteria	Acidobacteria Gp22	Unclassified	Unclassified	Gp22	Unclassified
OTU_5561	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Unclassified
OTU_5562	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Unclassified	Unclassified
OTU_5563	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Unclassified
OTU_5564	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unclassified	Unclassified
OTU_5565	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_5566	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	Unclassified
OTU_5567	Bacteria	Actinobacteria	Actinobacteria	Cryptosporangiales	Cryptosporangiaceae	Cryptosporangium	Unclassified
OTU_5568	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_5569	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Unclassified
OTU_5571	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5572	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Unclassified
OTU_5573	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Tautonia	Unclassified
OTU_5574	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
OTU_5575	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Unclassified
OTU_5576	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5577	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_5578	Bacteria	Acidobacteria	Acidobacteria Gp22	Unclassified	Unclassified	Gp22	Unclassified
OTU_5579	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5580	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Subtercola	Unclassified
OTU_5581	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5583	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unclassified	Unclassified
OTU_5584	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
OTU_5585	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_5586	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unclassified	Unclassified
OTU_5587	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5588	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
OTU_5589	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Unclassified
OTU_5590	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5591	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified
OTU_5592	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Edaphobaculum	Unclassified
OTU_5593	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified
OTU_5595	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5596	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodoplanes	Unclassified
OTU_5597	Archaea	Thaumarchaeota	Unclassified	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Unclassified
OTU_5598	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified
OTU_5599	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Paenibacillus	Unclassified
OTU_5600	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unclassified
OTU_5601	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified
OTU_5602	Bacteria	Acidobacteria	Acidobacteria Gp16	Unclassified	Unclassified	Gp16	Unclassified
OTU_5603	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
OTU_5604	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_5605	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Unclassified	Unclassified
OTU_5607	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Unclassified
OTU_5608	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_5609	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
OTU_5610	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5611	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5612	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5613	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5614	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Phragmitibacter	Unclassified
OTU_5615	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Unclassified	Unclassified
OTU_5616	Bacteria	Acidobacteria	Acidobacteria Gp9	Unclassified	Unclassified	Gp9	Unclassified
OTU_5617	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Unclassified
OTU_5618	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Skermanella	Unclassified
OTU_5619	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_5620	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5621	Archaea	Thaumarchaeota	Unclassified	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Unclassified
OTU_5622	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	Unclassified
OTU_5623	Bacteria	candidate division WPS-1	Unclassified	Unclassified	Unclassified	WPS-1 genera incertae sedis	Unclassified
OTU_5624	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Unclassified
OTU_5625	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5626	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5627	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
OTU_5628	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unclassified
OTU_5629	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	Unclassified
OTU_5630	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Unclassified
OTU_5631	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Unclassified
OTU_5632	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_5633	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5634	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5635	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	Unclassified
OTU_5636	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5637	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Unclassified
OTU_5638	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
OTU_5639	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Unclassified	Unclassified
OTU_5640	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5641	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodoplanes	Unclassified
OTU_5642	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Unclassified	Unclassified	Unclassified
OTU_5643	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	Unclassified
OTU_5644	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_5645	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Geminicoccus	Unclassified
OTU_5646	Bacteria	Acidobacteria	Acidobacteria Gp16	Unclassified	Unclassified	Gp16	Unclassified
OTU_5648	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
OTU_5649	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5650	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified
OTU_5651	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_5653	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_5654	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Unclassified	Unclassified
OTU_5655	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Wenzhouxiangellaceae	Wenzhouxiangella	Unclassified
OTU_5656	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Unclassified
OTU_5657	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified
OTU_5658	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_5659	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Unclassified
OTU_5660	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Unclassified
OTU_5661	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales incertae sedis	Aciditerrimonas	Unclassified
OTU_5662	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	Unclassified
OTU_5663	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
OTU_5664	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_5665	Eukaryota	Plantae	Liliopsida	Poales	Poaceae	Zea	Unclassified
OTU_5666	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	Unclassified
OTU_5668	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Fimbriiglobus	Unclassified
OTU_5669	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Unclassified	Unclassified	Unclassified
OTU_5670	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_5671	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Unclassified
OTU_5672	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_5673	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5674	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Novosphingobium	Unclassified
OTU_5675	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5676	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	Kallotenuaceae	Kallotenue	Unclassified
OTU_5677	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_5678	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
OTU_5679	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Unclassified
OTU_5680	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unclassified
OTU_5682	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Unclassified
OTU_5683	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Arboricoccus	Unclassified
OTU_5684	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Unclassified
OTU_5685	Bacteria	candidate division WPS-1	Unclassified	Unclassified	Unclassified	WPS-1 genera incertae sedis	Unclassified
OTU_5686	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Unclassified
OTU_5687	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Pseudolabrys	Unclassified
OTU_5688	Bacteria	Deinococcus-Thermus	Deinococci	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5689	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5690	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_5691	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5692	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Unclassified
OTU_5693	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
OTU_5694	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Chelatococcaceae	Chelatococcus	Unclassified
OTU_5695	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Unclassified	Unclassified
OTU_5696	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Unclassified
OTU_5697	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Unclassified	Unclassified	Unclassified
OTU_5698	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5699	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_5700	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_5701	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5702	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	Unclassified
OTU_5703	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5704	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Unclassified
OTU_5706	Bacteria	Acidobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5707	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Unclassified
OTU_5708	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5709	Bacteria	Acidobacteria	Acidobacteria Gp16	Unclassified	Unclassified	Gp16	Unclassified
OTU_5710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodovibrionaceae	Unclassified	Unclassified
OTU_5712	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5713	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5714	Bacteria	Acidobacteria	Acidobacteria Gp16	Unclassified	Unclassified	Gp16	Unclassified
OTU_5715	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_5716	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5718	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Paenibacillus	Unclassified
OTU_5719	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
OTU_5720	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_5721	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Unclassified	Unclassified
OTU_5722	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Unclassified
OTU_5723	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unclassified	Unclassified
OTU_5724	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Thermoguttaceae	Unclassified	Unclassified
OTU_5725	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_5726	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Parviterribacteraceae	Parviterribacter	Unclassified
OTU_5727	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Unclassified	Unclassified	Unclassified
OTU_5728	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5729	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5730	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Unclassified
OTU_5731	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unclassified	Unclassified
OTU_5732	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5733	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora	Unclassified
OTU_5734	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified
OTU_5735	Bacteria	Armatimonadetes	Unclassified	Unclassified	Unclassified	Armatimonadetes gp4	Unclassified
OTU_5736	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
OTU_5737	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Parviterribacteraceae	Parviterribacter	Unclassified
OTU_5738	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5739	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Unclassified
OTU_5740	Bacteria	candidate division WPS-1	Unclassified	Unclassified	Unclassified	WPS-1 genera incertae sedis	Unclassified
OTU_5741	Bacteria	Acidobacteria	Acidobacteria Gp16	Unclassified	Unclassified	Gp16	Unclassified
OTU_5742	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Edaphobaculum	Unclassified
OTU_5743	Bacteria	Acidobacteria	Acidobacteria Gp16	Unclassified	Unclassified	Gp16	Unclassified
OTU_5744	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_5745	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5746	Bacteria	Acidobacteria	Acidobacteria Gp9	Unclassified	Unclassified	Gp9	Unclassified
OTU_5747	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_5748	Bacteria	Chloroflexi	Anaerolineae	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5749	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae 1	Laceyella	Unclassified
OTU_5750	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5751	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Paenibacillus	Unclassified
OTU_5752	Bacteria	Acidobacteria	Acidobacteria Gp7	Unclassified	Unclassified	Gp7	Unclassified
OTU_5753	Bacteria	Acidobacteria	Acidobacteria Gp18	Unclassified	Unclassified	Gp18	Unclassified
OTU_5754	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_5755	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
OTU_5756	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gimesia	Unclassified
